topic_id,title,clean_title,forum_url,author,tags,release_id,release_title,vn_id,vn_title,released,platforms,languages,engine,script_format_hint,release_url,vn_url,external_url,match_confidence,source_catalog_date
67317,Burdock [Spooktober Jam 2023][Dark Fairytale][Free],Burdock,https://lemmasoft.renai.us/forums/viewtopic.php?t=67317,ketskari,Spooktober Jam 2023; Dark Fairytale; Free,r113533,Burdock,v47216,Burdock,2023-09-29,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r113533,https://vndb.org/v47216,https://butterflyrocket.itch.io/burdock,exact_title_unique_vn,2026-07-13
67288,Serial Killers Anonymous [Spooktober Jam 2023] [Horror] [LGBT] [Free],Serial Killers Anonymous,https://lemmasoft.renai.us/forums/viewtopic.php?t=67288,ilyilaice,Spooktober Jam 2023; Horror; LGBT; Free,r114019,Serial Killers Anonymous,v47463,Serial Killers Anonymous,2023-09-30,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r114019,https://vndb.org/v47463,https://orcamartiangames.itch.io/serial-killers-anonymous,exact_title_unique_vn,2026-07-13
67293,Crossroads [Dream] [Friendship] [Slice of Life] [Free],Crossroads,https://lemmasoft.renai.us/forums/viewtopic.php?t=67293,danyasilvian,Dream; Friendship; Slice of Life; Free,r120960,Crossroads,v50077,Crossroads,2023-09-26,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r120960,https://vndb.org/v50077,https://danyasilvian.itch.io/crossroads,exact_title_unique_vn,2026-07-13
67254,4th [Free][BxG][Sci-Fi][Mystery],4th,https://lemmasoft.renai.us/forums/viewtopic.php?t=67254,noi3asyh,Free; BxG; Sci-Fi; Mystery,r113605,4th,v47256,4th,2023-09-22,win; lin,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r113605,https://vndb.org/v47256,https://noi3.itch.io/4th,exact_title_unique_vn,2026-07-13
67088,Roses in the Thorns [FREE][SuNoFes2023][Fantasy][War],Roses in the Thorns,https://lemmasoft.renai.us/forums/viewtopic.php?t=67088,rosemask22,FREE; SuNoFes2023; Fantasy; War,r112198,Roses in the Thorns,v46787,Roses in the Thorns,2023-08-24,win; mac; web,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r112198,https://vndb.org/v46787,https://hyakuten-games.itch.io/roses-in-the-thorns,exact_title_unique_vn,2026-07-13
66695,Midnight Witch - can you defeat the Witch? [Free][BxG][Mystery][Horror][Steam],Midnight Witch,https://lemmasoft.renai.us/forums/viewtopic.php?t=66695,cogliostro,Free; BxG; Mystery; Horror; Steam,r108197,Midnight Witch,v45052,Midnight Witch,2023-05-31,win; lin,en; fr,Ren'Py,.rpy/.rpyc,https://vndb.org/r108197,https://vndb.org/v45052,https://bren-mw.itch.io/midnight-witch,exact_title_unique_vn,2026-07-13
67070,PRETTYBOY Inc is Hiring! [Velox Fabula Jam][Free][Psychological] [Mystery] [Surreal],PRETTYBOY Inc is Hiring!,https://lemmasoft.renai.us/forums/viewtopic.php?t=67070,thetiredone,Velox Fabula Jam; Free; Psychological; Mystery; Surreal,r112802,PRETTYBOY Inc. is Hiring!,v46981,PRETTYBOY Inc. is Hiring!,2023-08-17,win; lin; mac; web,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r112802,https://vndb.org/v46981,https://heartsyncproductions.itch.io/prettyboy-inc-is-hiring,exact_title_unique_vn,2026-07-13
66993,bad delivery [Free] [O2A2 2023 Jam] [Comedy],bad delivery,https://lemmasoft.renai.us/forums/viewtopic.php?t=66993,niho,Free; O2A2 2023 Jam; Comedy,r110933,bad delivery,v46160,bad delivery,2023-07-29,win; lin; mac; web,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r110933,https://vndb.org/v46160,https://nihomi.itch.io/bad-delivery,exact_title_unique_vn,2026-07-13
66961,The Vulture [O2A2 2023 Jam] [FREE],The Vulture,https://lemmasoft.renai.us/forums/viewtopic.php?t=66961,rosemask22,O2A2 2023 Jam; FREE,r110659,The Vulture,v46022,The Vulture,2023-07-23,win; mac; web,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r110659,https://vndb.org/v46022,https://hyakuten-games.itch.io/the-vulture,exact_title_unique_vn,2026-07-13
66814,Duskbound [Otome Jam 2023] [Gothic] [Free],Duskbound,https://lemmasoft.renai.us/forums/viewtopic.php?t=66814,nefferinthia,Otome Jam 2023; Gothic; Free,r147018,Duskbound,v45530,Duskbound,2024-10-20,win; lin; mac,en; ja,Ren'Py,.rpy/.rpyc,https://vndb.org/r147018,https://vndb.org/v45530,https://nefferinthia.itch.io/duskbound,exact_title_unique_vn,2026-07-13
66777,Akasha Academy [Free] [Non-Commercial] [Slice of Life],Akasha Academy,https://lemmasoft.renai.us/forums/viewtopic.php?t=66777,KarnaDev,Free; Non-Commercial; Slice of Life,r104508,Akasha Academy,v43124,Akasha Academy,2024-01-13,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r104508,https://vndb.org/v43124,https://karna64.itch.io/akasha-academy,exact_title_unique_vn,2026-07-13
66542,Sweet Mellow-Di [FREE][Pastel Game Jam 2023],Sweet Mellow-Di,https://lemmasoft.renai.us/forums/viewtopic.php?t=66542,rosemask22,FREE; Pastel Game Jam 2023,r106732,Sweet Mellow-Di,v44247,Sweet Mellow-Di,2023-04-29,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r106732,https://vndb.org/v44247,https://hyakuten-games.itch.io/sweet-mellow-di,exact_title_unique_vn,2026-07-13
66763,Karaloki [FREE][Sci-fi/Horror],Karaloki,https://lemmasoft.renai.us/forums/viewtopic.php?t=66763,rosemask22,FREE; Sci-fi; Horror,r109040,Karaloki,v45303,Karaloki,2023-06-11,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r109040,https://vndb.org/v45303,https://hyakuten-games.itch.io/karaloki,exact_title_unique_vn,2026-07-13
66668,Would you help me draw a picture? [free] [horror] [PC] [Web] [Mystery],Would you help me draw a picture?,https://lemmasoft.renai.us/forums/viewtopic.php?t=66668,Slavomir,free; horror; PC; Web; Mystery,r107801,Would you help me draw a picture?,v44847,Would you help me draw a picture?,2023-05-23,win; lin; web,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r107801,https://vndb.org/v44847,https://slavomir.itch.io/would-you-help-me-draw-a-picture,exact_title_unique_vn,2026-07-13
66613,Rosetta and the Well [Horror] [Dark Fantasy] [Gothic?] [Free] [PC] [Web],Rosetta and the Well,https://lemmasoft.renai.us/forums/viewtopic.php?t=66613,Photon,Horror; Dark Fantasy; Gothic?; Free; PC; Web,r106948,Rosetta and the Well,v44388,Rosetta and the Well,2023-05-06,win; lin; mac; web,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r106948,https://vndb.org/v44388,https://madame-photon.itch.io/rosetta-and-the-well,exact_title_unique_vn,2026-07-13
66424,Yudashi Peril: Floraison [GXG][Psychological][Drama][Supernatural Mystery][Sci-Fantasy][Mature Themes][Itch.io][Free],Yudashi Peril: Floraison,https://lemmasoft.renai.us/forums/viewtopic.php?t=66424,yon,GXG; Psychological; Drama; Supernatural Mystery; Sci-Fantasy; Mature Themes; Itch.io; Free,r105860,Yudashi Peril: Floraison,v43883,Yudashi Peril: Floraison,2023-04-08,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r105860,https://vndb.org/v43883,https://v-ual.itch.io/yudashi-peril-floraison,exact_title_unique_vn,2026-07-13
66407,Spirits of Limbo [NaNoRenO 2023] [Romance] [Bartender Minigame] [Free],Spirits of Limbo,https://lemmasoft.renai.us/forums/viewtopic.php?t=66407,ilyilaice,NaNoRenO 2023; Romance; Bartender Minigame; Free,r105547,Spirits of Limbo,v43692,Spirits of Limbo,2023-04-04,win; lin; mac,en; ta,Ren'Py,.rpy/.rpyc,https://vndb.org/r105547,https://vndb.org/v43692,https://orcamartiangames.itch.io/spirits-of-limbo,exact_title_unique_vn,2026-07-13
66408,An Adventurer's Gallantry [Free] [Fantasy/Comedy],An Adventurer's Gallantry,https://lemmasoft.renai.us/forums/viewtopic.php?t=66408,Zetsubou,Free; Fantasy; Comedy,r103273,An Adventurer's Gallantry,v42429,An Adventurer's Gallantry,2023-04-05,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r103273,https://vndb.org/v42429,https://zetsuboushita.itch.io/an-adventurers-gallantry,exact_title_unique_vn,2026-07-13
66401,"UPLOAD: The Hint [Dedective, Crime, Cyberpunk, Free]",UPLOAD: The Hint,https://lemmasoft.renai.us/forums/viewtopic.php?t=66401,SaskinNonGrata,Dedective; Crime; Cyberpunk; Free,r105549,UPLOAD: The Hint,v43694,UPLOAD: The Hint,2023-04-03,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r105549,https://vndb.org/v43694,https://studio-non-grata.itch.io/upload-the-hint,exact_title_unique_vn,2026-07-13
62561,Meme Detective [Free] [Crime] [Comedy] [GxB] [Voice-acted] [Otome Jam 2021],Meme Detective,https://lemmasoft.renai.us/forums/viewtopic.php?t=62561,else_th,Free; Crime; Comedy; GxB; Voice-acted; Otome Jam 2021,r109234,Meme Detective,v32150,Meme Detective,2023-03-19,win; mac,en; it,Unity,unknown,https://vndb.org/r109234,https://vndb.org/v32150,https://elseth.itch.io/meme-detective,exact_title_unique_vn,2026-07-13
66256,Eat your heart Valentine 2 [Free][Semi-horror],Eat your heart Valentine 2,https://lemmasoft.renai.us/forums/viewtopic.php?t=66256,Bunniesovercats,Free; Semi-horror,r140442,Eat Your Heart Valentine 2,v58714,Eat Your Heart Valentine 2,2023-02-02,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140442,https://vndb.org/v58714,https://sadbunnystudio.itch.io/eat-your-heart-valentine-2,exact_title_unique_vn,2026-07-13
66230,Musical Dream Note [Slice of Life] [Free],Musical Dream Note,https://lemmasoft.renai.us/forums/viewtopic.php?t=66230,RYFND,Slice of Life; Free,r104574,Musical Dream Note,v42694,Musical Dream Note,2023-03-01,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r104574,https://vndb.org/v42694,https://ryfnd.itch.io/musicaldreamnote,exact_title_unique_vn,2026-07-13
66207,Bitter/Sweet Blythe [Yandere] [Pick MC's Pronouns] [Pick LI's Voice] [Slice-of-Life] [Psychological Horror] [Free],Bitter/Sweet Blythe,https://lemmasoft.renai.us/forums/viewtopic.php?t=66207,8Laelia8,Yandere; Pick MC's Pronouns; Pick LI's Voice; Slice-of-Life; Psychological Horror; Free,r104284,Bitter/Sweet Blythe,v43000,Bitter/Sweet Blythe,2023-02-28,win; lin; mac,en,Unity,unknown,https://vndb.org/r104284,https://vndb.org/v43000,https://melancholy-marionette.itch.io/bittersweetblythe,exact_title_unique_vn,2026-07-13
66147,Royal Duality [Dark Fantasy] [FREE],Royal Duality,https://lemmasoft.renai.us/forums/viewtopic.php?t=66147,rosemask22,Dark Fantasy; FREE,r95178,Royal Duality,v37936,Royal Duality,2022-08-29,win; mac,en,TyranoScript,unknown,https://vndb.org/r95178,https://vndb.org/v37936,https://hyakuten-games.itch.io/royal-duality,exact_title_unique_vn,2026-07-13
66111,"Fantasia : At Regime's End [Otome, Yuri, FREE]",Fantasia : At Regime's End,https://lemmasoft.renai.us/forums/viewtopic.php?t=66111,azureXtwilight,Otome; Yuri; FREE,r103626,Fantasia : At Regime's End,v23804,Fantasia : At Regime's End,2023-02-14,win; lin; mac,en,,unknown,https://vndb.org/r103626,https://vndb.org/v23804,https://azurextwilight.itch.io/fantasia-at-regimes-end-fullversion,exact_title_unique_vn,2026-07-13
66109,Fishly Affection [Free] [Comedy] [Dating-sim] [LGBTQIA+] [Ongoing Series],Fishly Affection,https://lemmasoft.renai.us/forums/viewtopic.php?t=66109,WormsBestie,Free; Comedy; Dating-sim; LGBTQIA+; Ongoing Series,r103546,Fishly Affection,v42576,Fishly Affection,2023-02-10,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r103546,https://vndb.org/v42576,https://wormsbestie.itch.io/fishly-affection,exact_title_unique_vn,2026-07-13
66107,The Missing Parts of Maria Gwozdek [dark fantasy][horror][free] - please help me get 10 Steam reviews!,The Missing Parts of Maria Gwozdek,https://lemmasoft.renai.us/forums/viewtopic.php?t=66107,xlomid,dark fantasy; horror; free,r49354,The Missing Parts of Maria Gwozdek,v20412,The Missing Parts of Maria Gwozdek,2016-11-14,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r49354,https://vndb.org/v20412,https://senokos.itch.io/maria-gwozdek,exact_title_unique_vn,2026-07-13
66062,Three Lilies and Their Ghost Stories [Free] [GxG] [Supernatural] [Anthology] [Kinetic],Three Lilies and Their Ghost Stories,https://lemmasoft.renai.us/forums/viewtopic.php?t=66062,puffinlady,Free; GxG; Supernatural; Anthology; Kinetic,r75393,Three Lilies and Their Ghost Stories,v29484,Three Lilies and Their Ghost Stories,2023-01-22,win; lin; mac; and,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r75393,https://vndb.org/v29484,https://milkplus.itch.io/three-lilies,exact_title_unique_vn,2026-07-13
65994,Tastes like Coffee [Free][Simulation],Tastes like Coffee,https://lemmasoft.renai.us/forums/viewtopic.php?t=65994,daniople,Free; Simulation,r111817,Tastes Like Coffee,v46651,Tastes Like Coffee,2023-01-06,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r111817,https://vndb.org/v46651,https://daniople.itch.io/tastes-like-coffee,exact_title_unique_vn,2026-07-13
65977,"The Rising Sun, Falling Waves [Free] [Murder Mystery] [Itchio]","The Rising Sun, Falling Waves",https://lemmasoft.renai.us/forums/viewtopic.php?t=65977,shiolily,Free; Murder Mystery; Itchio,r102374,"The Rising Sun, Falling Waves",v41981,"The Rising Sun, Falling Waves",2023-01-13,win; lin; mac; and,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r102374,https://vndb.org/v41981,https://the-riley-fanfiction-club.itch.io/the-rising-sun-falling-waves,exact_title_unique_vn,2026-07-13
65954,Lilith wants to buy your soul [Free] [Experimental],Lilith wants to buy your soul,https://lemmasoft.renai.us/forums/viewtopic.php?t=65954,MangoMango,Free; Experimental,r101671,Lilith wants to buy your soul,v41550,Lilith wants to buy your soul,2022-12-20,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r101671,https://vndb.org/v41550,https://pyon-pyon-platinum.itch.io/lilith-wants-to-buy-your-soul,exact_title_unique_vn,2026-07-13
65894,The Last of the Lords of Ice [Romance] [Free] [Gothic Horror],The Last of the Lords of Ice,https://lemmasoft.renai.us/forums/viewtopic.php?t=65894,ketskari,Romance; Free; Gothic Horror,r101496,The Last of the Lords of Ice,v41449,The Last of the Lords of Ice,2022-12-31,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r101496,https://vndb.org/v41449,https://sunlabyrinth.itch.io/lordsofice,exact_title_unique_vn,2026-07-13
65889,ONYX ~separate dream~ [Free] [Psychological Horror],ONYX ~separate dream~,https://lemmasoft.renai.us/forums/viewtopic.php?t=65889,lunamoon,Free; Psychological Horror,r101198,ONYX ~separate dream~,v41223,ONYX ~separate dream~,2022-12-29,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r101198,https://vndb.org/v41223,https://lu-ne.itch.io/onyx-separate-dream,exact_title_unique_vn,2026-07-13
65872,Alaskan Winter Sky [Free] [Fully Voiced] [Romance] [NVL],Alaskan Winter Sky,https://lemmasoft.renai.us/forums/viewtopic.php?t=65872,Yukari,Free; Fully Voiced; Romance; NVL,r101167,Alaskan Winter Sky,v41200,Alaskan Winter Sky,2022-12-28,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r101167,https://vndb.org/v41200,https://yumecreations.itch.io/alaskan-winter-sky,exact_title_unique_vn,2026-07-13
65792,Sachiko and Maya: Friends in the Countryside [AI-created][Free],Sachiko and Maya: Friends in the Countryside,https://lemmasoft.renai.us/forums/viewtopic.php?t=65792,infructescence,AI-created; Free,r140756,Sachiko and Maya: Friends in the Countryside,v58886,Sachiko and Maya: Friends in the Countryside,2022-12-12,win; lin; mac; and,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140756,https://vndb.org/v58886,https://leafletgames.itch.io/sachiko-and-maya-friends-in-the-countryside,exact_title_unique_vn,2026-07-13
64877,VOYAGE [Free][Short][Friendship][Goofy],VOYAGE,https://lemmasoft.renai.us/forums/viewtopic.php?t=64877,Shtopom,Free; Short; Friendship; Goofy,r140833,VOYAGE,v58925,VOYAGE,2022-06-26,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140833,https://vndb.org/v58925,https://gogoieo.itch.io/voyage,exact_title_unique_vn,2026-07-13
65525,[FREE] Dusk & Dawn - Will you remain a superhero or become a villain?,Dusk & Dawn,https://lemmasoft.renai.us/forums/viewtopic.php?t=65525,alexei,FREE,r99485,Dusk&Dawn,v40271,Dusk&Dawn,2022-11-18,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r99485,https://vndb.org/v40271,https://lavinnia.itch.io/dusk-and-dawn,exact_title_unique_vn,2026-07-13
65470,The Last Secret [Free][Puzzle][Slice of Life][Sci-Fi][Romance],The Last Secret,https://lemmasoft.renai.us/forums/viewtopic.php?t=65470,thelastsecret,Free; Puzzle; Slice of Life; Sci-Fi; Romance,r95205,The Last Secret,v37962,The Last Secret,2022-08-30,win; lin; mac,de; en; es; ja; pt-pt; ru; uk; zh-Hans,Ren'Py,.rpy/.rpyc,https://vndb.org/r95205,https://vndb.org/v37962,https://thelastsecret.itch.io/the-last-secret,exact_title_unique_vn,2026-07-13
65437,Iridescent Descent [Spooktober 2022] [Horror] [Monsters] [Free],Iridescent Descent,https://lemmasoft.renai.us/forums/viewtopic.php?t=65437,ilyilaice,Spooktober 2022; Horror; Monsters; Free,r96389,Iridescent Descent,v38534,Iridescent Descent,2022-09-30,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r96389,https://vndb.org/v38534,https://ilyilaice.itch.io/iridescent-descent,exact_title_unique_vn,2026-07-13
65408,[FREE] [VN] [COMEDY] Just Your Ordinary School Life Simulator,Just Your Ordinary School Life Simulator,https://lemmasoft.renai.us/forums/viewtopic.php?t=65408,Uncle Moose,FREE; VN; COMEDY,r95499,Just Your Ordinary School Life Simulator,v38118,Just Your Ordinary School Life Simulator,2022-09-08,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r95499,https://vndb.org/v38118,https://uncle-moose.itch.io/school-life,exact_title_unique_vn,2026-07-13
65303,Monster Boy Doctor [Yaoi Jam 2022 | FREE],Monster Boy Doctor,https://lemmasoft.renai.us/forums/viewtopic.php?t=65303,alexei,Yaoi Jam 2022; FREE,r99188,Monster Boy Doctor,v37992,Monster Boy Doctor,2022-09-03,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r99188,https://vndb.org/v37992,https://funigami.itch.io/mbd,exact_title_unique_vn,2026-07-13
65295,"Memory Ghosts [otome, paranormal, slice of life, gxb/g, free]",Memory Ghosts,https://lemmasoft.renai.us/forums/viewtopic.php?t=65295,thetiredone,otome; paranormal; slice of life; gxb; g; free,r97068,Memory Ghosts,v38924,Memory Ghosts,2022-09-02,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r97068,https://vndb.org/v38924,https://syncproject.itch.io/memory-ghosts,exact_title_unique_vn,2026-07-13
64901,Chance It! [Fully Voiced][Comedy][Otome Jam][FREE],Chance It!,https://lemmasoft.renai.us/forums/viewtopic.php?t=64901,Kokoro Hane,Fully Voiced; Comedy; Otome Jam; FREE,r121226,Chance It!,v50136,Chance It!,2022-02-22,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r121226,https://vndb.org/v50136,https://tofu-sheets-visual.itch.io/chance-it,exact_title_unique_vn,2026-07-13
62815,Otome Boyfriend - Free Otome - Situation,Otome Boyfriend,https://lemmasoft.renai.us/forums/viewtopic.php?t=62815,Kokoro Hane,,r140702,Otome Boyfriend,v58856,Otome Boyfriend,2021-07-25,win; lin,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140702,https://vndb.org/v58856,https://chulagames.itch.io/otome-boyfriend,exact_title_unique_vn,2026-07-13
65108,Sunny [GxG][Short][Free],Sunny,https://lemmasoft.renai.us/forums/viewtopic.php?t=65108,infructescence,GxG; Short; Free,r94138,Sunny,v37387,Sunny,2022-08-01,win; lin; mac; and,en,,unknown,https://vndb.org/r94138,https://vndb.org/v37387,https://leafletgames.itch.io/sunny,exact_title_unique_vn,2026-07-13
65053,Everglow [Sci-fi][Short][Free],Everglow,https://lemmasoft.renai.us/forums/viewtopic.php?t=65053,aristarhys,Sci-fi; Short; Free,r93802,Everglow,v37166,Everglow,2022-07-24,win; lin; mac,en; ru,Ren'Py,.rpy/.rpyc,https://vndb.org/r93802,https://vndb.org/v37166,https://aristarhys.itch.io/everglow,exact_title_unique_vn,2026-07-13
65025,Cooking with Belmont [FREE][BxB][Comedy][Romance][Short],Cooking with Belmont,https://lemmasoft.renai.us/forums/viewtopic.php?t=65025,bob-artist,FREE; BxB; Comedy; Romance; Short,r93762,Cooking with Belmont - Public Version,v37139,Cooking with Belmont,2022-07-14,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r93762,https://vndb.org/v37139,https://bob-artist.itch.io/cooking-with-belmont,exact_title_unique_vn,2026-07-13
61379,Digital Seclusion [Atmospheric][Kinetic][Metafiction][FREE],Digital Seclusion,https://lemmasoft.renai.us/forums/viewtopic.php?t=61379,Kokoro Hane,Atmospheric; Kinetic; Metafiction; FREE,r77590,Digital Seclusion,v30307,Digital Seclusion,2021-01-04,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r77590,https://vndb.org/v30307,https://thezalor.itch.io/digital-seclusion,exact_title_unique_vn,2026-07-13
64904,Dabbling in Drama [Otome Jam 2022] [High School] [Friendship] [Free],Dabbling in Drama,https://lemmasoft.renai.us/forums/viewtopic.php?t=64904,ilyilaice,Otome Jam 2022; High School; Friendship; Free,r93106,Dabbling in Drama,v36809,Dabbling in Drama,2022-06-30,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r93106,https://vndb.org/v36809,https://ilyilaice.itch.io/dabbling-in-drama,exact_title_unique_vn,2026-07-13
64853,Sherbert In A Bottle [Short][Free],Sherbert In A Bottle,https://lemmasoft.renai.us/forums/viewtopic.php?t=64853,Ekkoberry,Short; Free,r92772,Sherbert In A Bottle,v36640,Sherbert In A Bottle,2022-06-20,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r92772,https://vndb.org/v36640,https://ekkoberry.itch.io/sherbert-in-a-bottle,exact_title_unique_vn,2026-07-13
64690,My Night in Roarington[Otome][GxB][Comedy][Free],My Night in Roarington,https://lemmasoft.renai.us/forums/viewtopic.php?t=64690,Fluffifae,Otome; GxB; Comedy; Free,r91893,My Night in Roarington,v36179,My Night in Roarington,2022-05-29,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r91893,https://vndb.org/v36179,https://fluffifae.itch.io/my-night-in-roarington,exact_title_unique_vn,2026-07-13
64520,A tale of other worlds and demons (otome) (fantasy) (free)),A tale of other worlds and demons (otome) (fantasy) ),https://lemmasoft.renai.us/forums/viewtopic.php?t=64520,_LadyBex_,,r102332,A Tale of Other Worlds and Demons,v41961,A Tale of Other Worlds and Demons,2022-05-07,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r102332,https://vndb.org/v41961,https://ladybex.itch.io/a-tale-of-other-worlds-and-demons,exact_title_unique_vn,2026-07-13
64276,Jester Under Pressure [NaNoRenO 2022] [Fantasy] [Romance] [Free],Jester Under Pressure,https://lemmasoft.renai.us/forums/viewtopic.php?t=64276,ilyilaice,NaNoRenO 2022; Fantasy; Romance; Free,r88766,Jester Under Pressure,v34594,Jester Under Pressure,2022-03-28,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r88766,https://vndb.org/v34594,https://ilyilaice.itch.io/jester-under-pressure,exact_title_unique_vn,2026-07-13
64309,A Red Violet [Short VN][Free],A Red Violet,https://lemmasoft.renai.us/forums/viewtopic.php?t=64309,eilohhs,Short VN; Free,r88890,A Red Violet,v34666,A Red Violet,2022-04-01,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r88890,https://vndb.org/v34666,https://eilohhs.itch.io/a-red-violet,exact_title_unique_vn,2026-07-13
64301,[NaNoReno 2022] Crop Circle [Romance][Sci-Fi][Free],Crop Circle,https://lemmasoft.renai.us/forums/viewtopic.php?t=64301,azureXtwilight,NaNoReno 2022; Romance; Sci-Fi; Free,r89125,Crop Circle,v34812,Crop Circle,2022-03-31,win; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r89125,https://vndb.org/v34812,https://azurextwilight.itch.io/crop-circle,exact_title_unique_vn,2026-07-13
63243,Pusoy Dos [Spooktober 2021] [Horror] [Murder Mystery] [Free],Pusoy Dos,https://lemmasoft.renai.us/forums/viewtopic.php?t=63243,ilyilaice,Spooktober 2021; Horror; Murder Mystery; Free,r88765,Pusoy Dos,v34593,Pusoy Dos,2021-09-30,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r88765,https://vndb.org/v34593,https://ilyilaice.itch.io/pusoy-dos,exact_title_unique_vn,2026-07-13
64244,GymBeasts [Adventure] [BARA] [GAY] [QUEER] [BxB] [Funny] [Free] [Itch.io],GymBeasts,https://lemmasoft.renai.us/forums/viewtopic.php?t=64244,fantasygym,Adventure; BARA; GAY; QUEER; BxB; Funny; Free; Itch.io,r88529,GymBeasts: First Workout,v34470,GymBeasts,2022-03-20,win; lin; mac; and,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r88529,https://vndb.org/v34470,https://gymbeasts.itch.io/gymbeasts,exact_title_unique_vn,2026-07-13
64175,Leave Mr. Bear Alone [short][free],Leave Mr. Bear Alone,https://lemmasoft.renai.us/forums/viewtopic.php?t=64175,dueceladouce,short; free,r140655,Leave Mr. Bear Alone,v58828,Leave Mr. Bear Alone,2022-03-12,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r140655,https://vndb.org/v58828,https://dueceladouce.itch.io/leave-mr-bear-alone,exact_title_unique_vn,2026-07-13
64113,It's A Promise [Romance] [GxG] [GL] [Yuri] [Slice of Life] [Kinetic Novel] [Free] [Itch.io] [Web],It's A Promise,https://lemmasoft.renai.us/forums/viewtopic.php?t=64113,Foxpancakes,Romance; GxG; GL; Yuri; Slice of Life; Kinetic Novel; Free; Itch.io; Web,r139567,It's A Promise,v34154,It's A Promise,2022-03-24,win; lin; mac; and,en; fr,Ren'Py,.rpy/.rpyc,https://vndb.org/r139567,https://vndb.org/v34154,https://foxpancakes.itch.io/its-a-promise,exact_title_unique_vn,2026-07-13
63951,Stained Glass Sky [Sci-Fi] [Cute] [Emotional] [Pixel Art] [Jam Entry] [Free] [Itch.io],Stained Glass Sky,https://lemmasoft.renai.us/forums/viewtopic.php?t=63951,tinysamm,Sci-Fi; Cute; Emotional; Pixel Art; Jam Entry; Free; Itch.io,r88407,Stained Glass Sky,v34416,Stained Glass Sky,2022-02-03,win; lin; mac,en,Ren'Py,.rpy/.rpyc,https://vndb.org/r88407,https://vndb.org/v34416,https://minkonn.itch.io/stained-glass-sky,exact_title_unique_vn,2026-07-13
